plant_age_months,number_of_plants,fertilizer_type,fertilizer_frequency,pesticide_type,pesticide_frequency,pruning_interval_months,shade_tree_present,soil_ph,avg_temp_c,avg_rainfall_mm,avg_humidity_pct,previous_yield_per_tree,previous_fine_pct,previous_premium_pct,previous_commercial_pct,trees_productive_pct,yield_trend,yield_kg,fine_grade_pct,premium_grade_pct,commercial_grade_pct
87,103,organic,sometimes,none,sometimes,18,True,5.150579596736586,26.365645854951904,177.059492414505,75.82329886717088,0.6413981968007282,28.40501062651905,49.90728338009216,21.687705993388796,91.71230599902279,0,231.26595895376587,23.43633722352115,63.92280483601469,12.640857940464159
43,141,synthetic,often,organic,rarely,6,True,5.8611137771571915,28.647060454485562,120.43571697384397,60.324747342475604,0.5060913157196067,17.495013189130898,59.393762249137914,23.111224561731184,94.0968055335725,1,278.9284025576389,19.189755611327048,60.27742273518648,20.53282165348648
26,354,organic,often,none,sometimes,36,True,5.043901140896452,22.15091577588157,154.99214478704252,71.82284903243766,3.300861387046985,29.533046393682625,57.34895198261082,13.118001623706554,65.14369483558734,1,379.73792301052464,21.844973524101636,66.59712406895152,11.557902406946852
22,233,organic,often,synthetic,rarely,18,False,5.685976578999103,22.927663731568718,162.7843327295037,88.7284847467653,2.959597139145327,20.820400055236732,41.316998279290154,37.862601665473115,65.80124229370546,0,124.3090743021254,22.071942168972324,61.16368772651704,16.764370104510633
16,789,synthetic,sometimes,synthetic,rarely,36,False,6.4299905755428295,23.04665818699179,140.83683347589204,85.47912969130579,1.5441792300549768,21.455866259820844,63.44046521843219,15.103668521746961,93.60587246550608,1,563.9942913220966,20.695164608541226,56.093045261944084,23.211790129514682
83,240,organic,often,organic,often,12,False,5.7956799725257975,25.845090581316956,53.93905269225684,95.0,3.3594964054678518,12.268042555873276,40.978538450246994,46.75341899387973,62.01960249455646,0,304.47873288338883,19.239506445648747,63.72034305875722,17.040150495594034
6,59,organic,rarely,none,rarely,36,True,6.985864350709291,19.307275164866844,234.68850299874495,76.04355937523214,1.7712322968778351,18.826259790007562,66.82282907599752,14.350911133994927,93.1259779602642,1,5.678969720510354,23.058662870863095,57.95714021612326,18.984196913013655
67,1070,synthetic,never,none,never,18,False,6.435102580270707,22.558867527059036,53.00299283213292,87.47811197916246,0.7043147666091165,17.250729841222647,67.93029912655899,14.818971032218357,73.7138387149225,0,1164.5306875182725,18.739702256447476,51.14535665284531,30.11494109070722
115,731,synthetic,sometimes,none,sometimes,24,False,5.287636174967385,21.22942382469381,155.65562722169832,66.75941158460988,4.997947634235924,20.143779215376526,46.61465304067319,33.241567743950284,86.68690095664435,0,1410.247745847756,22.24605345640119,53.99089512583157,23.763051417767244
7,447,organic,sometimes,none,sometimes,12,False,5.076542722926677,23.456981584021158,159.0223989156392,77.20381582788033,1.063063657137861,31.261790369020943,50.33812253342679,18.400087097552266,61.080026650782536,-1,0.0,21.586901147656455,64.15802760343355,14.25507124891
60,927,organic,often,organic,sometimes,18,False,5.879031933720589,21.303418179124222,245.29168935336753,75.09931019733271,2.9043074835215412,23.518364178327605,52.88787830728194,23.59375751439046,70.80920484025692,0,1700.3634646122212,22.870079872672218,62.52215291510216,14.607767212225617
117,1250,none,sometimes,organic,never,12,True,5.063874679291726,22.696064730629416,197.05240239990314,73.62645826093856,2.437430942782355,31.94961242462087,58.1651429984763,9.885244576902835,68.64960441314872,0,1323.2199209961054,19.83449752518838,57.073499436162265,23.092003038649352
92,364,synthetic,rarely,organic,rarely,12,False,5.819678197246952,21.72451399589979,160.78397143176932,65.75766855731696,3.8204824317557278,27.613860700686132,52.68185910681797,19.7042801924959,72.12834587834514,0,566.9869917927549,18.378820372957406,57.49391658745079,24.127263039591803
15,388,organic,sometimes,synthetic,sometimes,12,True,6.5139468383447,27.04102722163159,107.00082122267904,84.26062377811967,1.719933141938296,24.941707067567577,65.98286900835075,9.075423924081676,93.13568051231884,-1,185.336728878607,25.186043881392223,64.99705574337786,9.81690037522992
84,217,none,sometimes,none,never,18,False,5.281365357451492,23.57721625716714,182.6616130643453,76.8966087706342,2.453094377189415,16.467791053886025,53.03209957019829,30.500109375915677,85.32067362475004,-1,260.3072959074071,16.061605957341577,50.8794156104904,33.05897843216802
